"year","zone","birthweight","measure","value"
"2009-2011","S01002279","Live Singleton Births","Count",58
"2003-2005","S01002279","Low Weight Births","Count",0
"2010-2012","S01002279","Live Singleton Births","Count",55
"2000-2002","S01002279","Live Singleton Births","Count",48
"2004-2006","S01002279","Low Weight Births","Count",0
"2010-2012","S01002279","Low Weight Births","Count",0
"2011-2013","S01002279","Live Singleton Births","Count",66
"2001-2003","S01002279","Live Singleton Births","Count",46
"2005-2007","S01002279","Low Weight Births","Count",0
"2002-2004","S01002279","Live Singleton Births","Count",37
"2011-2013","S01002279","Low Weight Births","Count",1
"2003-2005","S01002279","Live Singleton Births","Count",45
"2006-2008","S01002279","Low Weight Births","Count",1
"2004-2006","S01002279","Live Singleton Births","Count",49
"2007-2009","S01002279","Low Weight Births","Count",4
"2005-2007","S01002279","Live Singleton Births","Count",53
"2000-2002","S01002279","Low Weight Births","Count",1
"2008-2010","S01002279","Low Weight Births","Count",4
"2006-2008","S01002279","Live Singleton Births","Count",60
"2010-2012","S01002279","Low Weight Births","Ratio",0
"2005-2007","S01002279","Low Weight Births","Ratio",0
"2006-2008","S01002279","Low Weight Births","Ratio","1.67"
"2011-2013","S01002279","Low Weight Births","Ratio","1.52"
"2007-2009","S01002279","Low Weight Births","Ratio","6.45"
"2008-2010","S01002279","Low Weight Births","Ratio","5.97"
"2000-2002","S01002279","Low Weight Births","Ratio","2.08"
"2001-2003","S01002279","Low Weight Births","Ratio","2.17"
"2002-2004","S01002279","Low Weight Births","Ratio",0
"2003-2005","S01002279","Low Weight Births","Ratio",0
"2009-2011","S01002279","Low Weight Births","Ratio","5.17"
"2004-2006","S01002279","Low Weight Births","Ratio",0
"2007-2009","S01002280","Live Singleton Births","Count",32
"2008-2010","S01002280","Live Singleton Births","Count",30
"2001-2003","S01002280","Low Weight Births","Count",3
"2002-2004","S01002280","Low Weight Births","Count",1
"2009-2011","S01002280","Low Weight Births","Count",0
"2009-2011","S01002280","Live Singleton Births","Count",27
"2003-2005","S01002280","Low Weight Births","Count",0
"2010-2012","S01002280","Live Singleton Births","Count",20
"2000-2002","S01002280","Live Singleton Births","Count",17
"2004-2006","S01002280","Low Weight Births","Count",0
"2010-2012","S01002280","Low Weight Births","Count",0
"2011-2013","S01002280","Live Singleton Births","Count",20
"2001-2003","S01002280","Live Singleton Births","Count",11
"2005-2007","S01002280","Low Weight Births","Count",0
"2002-2004","S01002280","Live Singleton Births","Count",14
"2011-2013","S01002280","Low Weight Births","Count",0
"2003-2005","S01002280","Live Singleton Births","Count",14
"2006-2008","S01002280","Low Weight Births","Count",0
"2004-2006","S01002280","Live Singleton Births","Count",19
"2007-2009","S01002280","Low Weight Births","Count",0
"2005-2007","S01002280","Live Singleton Births","Count",19
"2000-2002","S01002280","Low Weight Births","Count",3
"2008-2010","S01002280","Low Weight Births","Count",0
"2006-2008","S01002280","Live Singleton Births","Count",26
"2010-2012","S01002280","Low Weight Births","Ratio",0
"2005-2007","S01002280","Low Weight Births","Ratio",0
"2006-2008","S01002280","Low Weight Births","Ratio",0
"2011-2013","S01002280","Low Weight Births","Ratio",0
"2007-2009","S01002280","Low Weight Births","Ratio",0
"2008-2010","S01002280","Low Weight Births","Ratio",0
"2000-2002","S01002280","Low Weight Births","Ratio","17.65"
"2001-2003","S01002280","Low Weight Births","Ratio","27.27"
"2002-2004","S01002280","Low Weight Births","Ratio","7.14"
"2003-2005","S01002280","Low Weight Births","Ratio",0
"2009-2011","S01002280","Low Weight Births","Ratio",0
"2004-2006","S01002280","Low Weight Births","Ratio",0
"2007-2009","S01002281","Live Singleton Births","Count",30
"2008-2010","S01002281","Live Singleton Births","Count",31
"2001-2003","S01002281","Low Weight Births","Count",3
"2002-2004","S01002281","Low Weight Births","Count",5
"2009-2011","S01002281","Low Weight Births","Count",0
"2009-2011","S01002281","Live Singleton Births","Count",29
"2003-2005","S01002281","Low Weight Births","Count",4
"2010-2012","S01002281","Live Singleton Births","Count",28
"2000-2002","S01002281","Live Singleton Births","Count",33
"2004-2006","S01002281","Low Weight Births","Count",4
"2010-2012","S01002281","Low Weight Births","Count",0
"2011-2013","S01002281","Live Singleton Births","Count",29
"2001-2003","S01002281","Live Singleton Births","Count",34
"2005-2007","S01002281","Low Weight Births","Count",2
"2002-2004","S01002281","Live Singleton Births","Count",38
"2011-2013","S01002281","Low Weight Births","Count",1
"2003-2005","S01002281","Live Singleton Births","Count",34
"2006-2008","S01002281","Low Weight Births","Count",3
"2004-2006","S01002281","Live Singleton Births","Count",36
"2007-2009","S01002281","Low Weight Births","Count",1
"2005-2007","S01002281","Live Singleton Births","Count",31
"2000-2002","S01002281","Low Weight Births","Count",1
"2008-2010","S01002281","Low Weight Births","Count",1
"2006-2008","S01002281","Live Singleton Births","Count",37
"2010-2012","S01002281","Low Weight Births","Ratio",0
"2005-2007","S01002281","Low Weight Births","Ratio","6.45"
"2006-2008","S01002281","Low Weight Births","Ratio","8.11"
"2011-2013","S01002281","Low Weight Births","Ratio","3.45"
"2007-2009","S01002281","Low Weight Births","Ratio","3.33"
"2008-2010","S01002281","Low Weight Births","Ratio","3.23"
"2000-2002","S01002281","Low Weight Births","Ratio","3.03"
"2001-2003","S01002281","Low Weight Births","Ratio","8.82"
"2002-2004","S01002281","Low Weight Births","Ratio","13.16"
"2003-2005","S01002281","Low Weight Births","Ratio","11.76"
"2009-2011","S01002281","Low Weight Births","Ratio",0
"2004-2006","S01002281","Low Weight Births","Ratio","11.11"
"2007-2009","S01002282","Live Singleton Births","Count",44
"2008-2010","S01002282","Live Singleton Births","Count",38
"2001-2003","S01002282","Low Weight Births","Count",1
"2002-2004","S01002282","Low Weight Births","Count",4
"2009-2011","S01002282","Low Weight Births","Count",1
"2009-2011","S01002282","Live Singleton Births","Count",30
"2003-2005","S01002282","Low Weight Births","Count",5
"2010-2012","S01002282","Live Singleton Births","Count",39
"2000-2002","S01002282","Live Singleton Births","Count",47
"2004-2006","S01002282","Low Weight Births","Count",6
"2010-2012","S01002282","Low Weight Births","Count",3
"2011-2013","S01002282","Live Singleton Births","Count",37
"2001-2003","S01002282","Live Singleton Births","Count",57
"2005-2007","S01002282","Low Weight Births","Count",3
"2002-2004","S01002282","Live Singleton Births","Count",64
"2011-2013","S01002282","Low Weight Births","Count",3
"2003-2005","S01002282","Live Singleton Births","Count",71
"2006-2008","S01002282","Low Weight Births","Count",2
"2004-2006","S01002282","Live Singleton Births","Count",67
"2007-2009","S01002282","Low Weight Births","Count",1
"2005-2007","S01002282","Live Singleton Births","Count",65
"2000-2002","S01002282","Low Weight Births","Count",1
"2008-2010","S01002282","Low Weight Births","Count",2
"2006-2008","S01002282","Live Singleton Births","Count",54
"2010-2012","S01002282","Low Weight Births","Ratio","7.69"
"2005-2007","S01002282","Low Weight Births","Ratio","4.62"
"2006-2008","S01002282","Low Weight Births","Ratio","3.7"
"2011-2013","S01002282","Low Weight Births","Ratio","8.11"
"2007-2009","S01002282","Low Weight Births","Ratio","2.27"
"2008-2010","S01002282","Low Weight Births","Ratio","5.26"
"2000-2002","S01002282","Low Weight Births","Ratio","2.13"
"2001-2003","S01002282","Low Weight Births","Ratio","1.75"
"2002-2004","S01002282","Low Weight Births","Ratio","6.25"
"2003-2005","S01002282","Low Weight Births","Ratio","7.04"
"2009-2011","S01002282","Low Weight Births","Ratio","3.33"
"2004-2006","S01002282","Low Weight Births","Ratio","8.96"
"2007-2009","S01002283","Live Singleton Births","Count",18
"2008-2010","S01002283","Live Singleton Births","Count",17
"2001-2003","S01002283","Low Weight Births","Count",0
"2002-2004","S01002283","Low Weight Births","Count",1
"2009-2011","S01002283","Low Weight Births","Count",0
"2009-2011","S01002283","Live Singleton Births","Count",17
"2003-2005","S01002283","Low Weight Births","Count",2
"2010-2012","S01002283","Live Singleton Births","Count",17
"2000-2002","S01002283","Live Singleton Births","Count",11
"2004-2006","S01002283","Low Weight Births","Count",2
"2010-2012","S01002283","Low Weight Births","Count",0
"2011-2013","S01002283","Live Singleton Births","Count",20
"2001-2003","S01002283","Live Singleton Births","Count",13
"2005-2007","S01002283","Low Weight Births","Count",1
"2002-2004","S01002283","Live Singleton Births","Count",14
"2011-2013","S01002283","Low Weight Births","Count",0
"2003-2005","S01002283","Live Singleton Births","Count",21
"2006-2008","S01002283","Low Weight Births","Count",0
"2004-2006","S01002283","Live Singleton Births","Count",16
"2007-2009","S01002283","Low Weight Births","Count",0
"2005-2007","S01002283","Live Singleton Births","Count",19
"2000-2002","S01002283","Low Weight Births","Count",0
"2008-2010","S01002283","Low Weight Births","Count",0
"2006-2008","S01002283","Live Singleton Births","Count",15
"2010-2012","S01002283","Low Weight Births","Ratio",0
"2005-2007","S01002283","Low Weight Births","Ratio","5.26"
"2006-2008","S01002283","Low Weight Births","Ratio",0
"2011-2013","S01002283","Low Weight Births","Ratio",0
"2007-2009","S01002283","Low Weight Births","Ratio",0
"2008-2010","S01002283","Low Weight Births","Ratio",0
"2000-2002","S01002283","Low Weight Births","Ratio",0
"2001-2003","S01002283","Low Weight Births","Ratio",0
"2002-2004","S01002283","Low Weight Births","Ratio","7.14"
"2003-2005","S01002283","Low Weight Births","Ratio","9.52"
"2009-2011","S01002283","Low Weight Births","Ratio",0
"2004-2006","S01002283","Low Weight Births","Ratio","12.5"
"2007-2009","S01002284","Live Singleton Births","Count",66
"2008-2010","S01002284","Live Singleton Births","Count",72
"2001-2003","S01002284","Low Weight Births","Count",0
"2002-2004","S01002284","Low Weight Births","Count",0
"2009-2011","S01002284","Low Weight Births","Count",0
"2009-2011","S01002284","Live Singleton Births","Count",78
"2003-2005","S01002284","Low Weight Births","Count",0
"2010-2012","S01002284","Live Singleton Births","Count",77
"2000-2002","S01002284","Live Singleton Births","Count",23
"2004-2006","S01002284","Low Weight Births","Count",0
"2010-2012","S01002284","Low Weight Births","Count",1
"2011-2013","S01002284","Live Singleton Births","Count",82
"2001-2003","S01002284","Live Singleton Births","Count",24
"2005-2007","S01002284","Low Weight Births","Count",0
"2002-2004","S01002284","Live Singleton Births","Count",17
"2011-2013","S01002284","Low Weight Births","Count",1
"2003-2005","S01002284","Live Singleton Births","Count",16
"2006-2008","S01002284","Low Weight Births","Count",3
"2004-2006","S01002284","Live Singleton Births","Count",20
"2007-2009","S01002284","Low Weight Births","Count",3
"2005-2007","S01002284","Live Singleton Births","Count",33
"2000-2002","S01002284","Low Weight Births","Count",0
"2008-2010","S01002284","Low Weight Births","Count",3
"2006-2008","S01002284","Live Singleton Births","Count",49
"2010-2012","S01002284","Low Weight Births","Ratio","1.3"
"2005-2007","S01002284","Low Weight Births","Ratio",0
"2006-2008","S01002284","Low Weight Births","Ratio","6.12"
"2011-2013","S01002284","Low Weight Births","Ratio","1.22"
"2007-2009","S01002284","Low Weight Births","Ratio","4.55"
"2008-2010","S01002284","Low Weight Births","Ratio","4.17"
"2000-2002","S01002284","Low Weight Births","Ratio",0
"2001-2003","S01002284","Low Weight Births","Ratio",0
"2002-2004","S01002284","Low Weight Births","Ratio",0
"2003-2005","S01002284","Low Weight Births","Ratio",0
"2009-2011","S01002284","Low Weight Births","Ratio",0
"2004-2006","S01002284","Low Weight Births","Ratio",0
"2007-2009","S01002285","Live Singleton Births","Count",43
"2008-2010","S01002285","Live Singleton Births","Count",41
"2001-2003","S01002285","Low Weight Births","Count",2
"2002-2004","S01002285","Low Weight Births","Count",2
"2009-2011","S01002285","Low Weight Births","Count",3
"2009-2011","S01002285","Live Singleton Births","Count",46
"2003-2005","S01002285","Low Weight Births","Count",1
"2010-2012","S01002285","Live Singleton Births","Count",49
"2000-2002","S01002285","Live Singleton Births","Count",37
"2004-2006","S01002285","Low Weight Births","Count",1
"2010-2012","S01002285","Low Weight Births","Count",3
"2011-2013","S01002285","Live Singleton Births","Count",51
"2001-2003","S01002285","Live Singleton Births","Count",30
"2005-2007","S01002285","Low Weight Births","Count",2
"2002-2004","S01002285","Live Singleton Births","Count",28
"2011-2013","S01002285","Low Weight Births","Count",4
"2003-2005","S01002285","Live Singleton Births","Count",24
"2006-2008","S01002285","Low Weight Births","Count",2
"2004-2006","S01002285","Live Singleton Births","Count",25
"2007-2009","S01002285","Low Weight Births","Count",3
"2005-2007","S01002285","Live Singleton Births","Count",25
"2000-2002","S01002285","Low Weight Births","Count",3
"2008-2010","S01002285","Low Weight Births","Count",1
"2006-2008","S01002285","Live Singleton Births","Count",31
"2010-2012","S01002285","Low Weight Births","Ratio","6.12"
"2005-2007","S01002285","Low Weight Births","Ratio",8
"2006-2008","S01002285","Low Weight Births","Ratio","6.45"
"2011-2013","S01002285","Low Weight Births","Ratio","7.84"
"2007-2009","S01002285","Low Weight Births","Ratio","6.98"
"2008-2010","S01002285","Low Weight Births","Ratio","2.44"
"2000-2002","S01002285","Low Weight Births","Ratio","8.11"
"2001-2003","S01002285","Low Weight Births","Ratio","6.67"
"2002-2004","S01002285","Low Weight Births","Ratio","7.14"
"2003-2005","S01002285","Low Weight Births","Ratio","4.17"
"2009-2011","S01002285","Low Weight Births","Ratio","6.52"
"2004-2006","S01002285","Low Weight Births","Ratio",4
"2007-2009","S01002286","Live Singleton Births","Count",37
"2008-2010","S01002286","Live Singleton Births","Count",39
"2001-2003","S01002286","Low Weight Births","Count",0
"2002-2004","S01002286","Low Weight Births","Count",0
"2009-2011","S01002286","Low Weight Births","Count",2
"2009-2011","S01002286","Live Singleton Births","Count",38
"2003-2005","S01002286","Low Weight Births","Count",0
"2010-2012","S01002286","Live Singleton Births","Count",41
"2000-2002","S01002286","Live Singleton Births","Count",29
"2004-2006","S01002286","Low Weight Births","Count",0
"2010-2012","S01002286","Low Weight Births","Count",0
"2011-2013","S01002286","Live Singleton Births","Count",36
"2001-2003","S01002286","Live Singleton Births","Count",23
"2005-2007","S01002286","Low Weight Births","Count",0
"2002-2004","S01002286","Live Singleton Births","Count",25
"2011-2013","S01002286","Low Weight Births","Count",0
"2003-2005","S01002286","Live Singleton Births","Count",18
"2006-2008","S01002286","Low Weight Births","Count",1
"2004-2006","S01002286","Live Singleton Births","Count",22
"2007-2009","S01002286","Low Weight Births","Count",3
"2005-2007","S01002286","Live Singleton Births","Count",26
"2000-2002","S01002286","Low Weight Births","Count",0
"2008-2010","S01002286","Low Weight Births","Count",3
